age,workclass,education,marital_status,occupation,race,sex,hours_per_week,native_country,income
18, Company, College, Never-married, Sales, White, Female,20, United-States, <=50K
46, Company, Bachelors, Married, Managerial, White, Male,40, United-States, >50K
32, Company, College, Never-married, Protective-serv, White, Male,40, United-States, <=50K
51, Self-employment, University, Divorced, Shipper, Black, Female,30, United-States, <=50K
48, Company, Bachelors, Married, Managerial, White, Male,45, United-States, >50K
28, Company, Bachelors, Never-married, Shipper, Black, Female,40, United-States, <=50K
57, Self-employment, College, Married, Tech-support, White, Male,60, United-States, >50K
33, Company, University, Married, Sales, White, Male,40, United-States, <=50K
42, Company, College, Married, Shipper, White, Male,15, United-States, <=50K
17, Company, High_school, Never-married, Others, White, Male,40, United-States, <=50K
63, Company, Second_school, Married, Sales, Black, Male,40, United-States, <=50K
31, Self-employment, Bachelors, Married, Managerial, White, Male,55, United-States, >50K
34, Company, Masters, Never-married, Sales, White, Male,30, United-States, <=50K
35, Company, College, Never-married, Shipper, White, Male,40, United-States, <=50K
20, Company, College, Never-married, Shipper, White, Male,40, United-States, <=50K
36, Company, College, Married, Managerial, White, Female,40, United-States, <=50K
24, Company, College, Never-married, Sales, White, Female,24, United-States, <=50K
33, Company, College, Married, Shipper, Black, Male,50, United-States, >50K
36, Company, College, Married, Tech-support, White, Male,40, United-States, <=50K
31, Company, Bachelors, Divorced, Managerial, White, Female,40, United-States, <=50K
29, Company, University, Divorced, Sales, White, Female,40, United-States, <=50K
47, Company, Bachelors, Married, Sales, White, Male,60, United-States, >50K
30, Company, Doctorate, Married, Doctor, White, Male,75, United-States, >50K
34, Company, College, Married, Protective-serv, White, Male,50, United-States, <=50K
23, Company, College, Never-married, Shipper, White, Female,40, United-States, <=50K
33, Company, University, Divorced, Tech-support, White, Male,40, United-States, <=50K
59, Company, High_school, Divorced, Shipper, White, Female,40, United-States, <=50K
67, Self-employment, Bachelors, Divorced, Shipper, White, Male,40, United-States, <=50K
26, Company, College, Divorced, Shipper, White, Male,40, United-States, <=50K
27, Company, College, Married, Shipper, Yellow, Male,40, Vietnam, <=50K
20, Company, College, Married, Shipper, White, Female,36, China, <=50K
24, Company, Bachelors, Never-married, Tech-support, White, Male,39, United-States, <=50K
44, Self-employment, University, Divorced, Tech-support, White, Male,40, United-States, <=50K
31, Company, College, Married, Sales, White, Male,40, United-States, >50K
28, Company, College, Married, Shipper, White, Male,60, United-States, <=50K
19, Company, College, Never-married, Others, White, Female,20, United-States, <=50K
31, Self-employment, Bachelors, Married, Managerial, White, Female,40, United-States, >50K
20, Company, College, Never-married, Tech-support, White, Female,40, United-States, <=50K
64, Company, College, Divorced, Others, White, Female,15, United-States, <=50K
47, State-gov, College, Married, Managerial, White, Female,40, United-States, >50K
36, Company, College, Never-married, Tech-support, White, Female,35, United-States, <=50K
48, Company, College, Married, Sales, White, Male,44, United-States, >50K
19, Self-employment, College, Never-married, Others, White, Female,40, Canada, <=50K
22, Company, College, Never-married, Sales, Black, Female,35, United-States, <=50K
56, Company, Second_school, Divorced, Tech-support, White, Male,40, United-States, <=50K
22, Company, College, Never-married, Tech-support, White, Male,50, United-States, <=50K
37, Company, Bachelors, Married, Doctor, White, Male,99, United-States, >50K
57, Self-employment, Bachelors, Married, Shipper, White, Female,35, United-States, <=50K
38, Company, University, Married, Sales, White, Male,50, United-States, >50K
34, Company, College, Never-married, Shipper, Black, Female,40, United-States, <=50K
22, Company, High_school, Married, Sales, Black, Female,40, United-States, <=50K
38, Self-employment, College, Divorced, Managerial, White, Female,40, United-States, <=50K
30, Self-employment, College, Married, Managerial, White, Male,40, United-States, >50K
32, Company, Bachelors, Never-married, Doctor, White, Male,45, United-States, >50K
29, Company, High_school, Married, Others, Black, Female,40, United-States, <=50K
56, Company, College, Married, Shipper, White, Male,40, United-States, <=50K
42, Company, University, Married, Managerial, White, Female,35, United-States, >50K
66, Company, High_school, Divorced, Sales, White, Male,40, United-States, <=50K
71, Self-employment, College, Married, Managerial, White, Female,33, United-States, <=50K
20, Company, High_school, Never-married, Shipper, White, Male,40, United-States, <=50K
25, Company, College, Never-married, Shipper, White, Male,36, United-States, <=50K
42, Company, College, Married, Sales, White, Male,40, China, >50K
20, Company, College, Never-married, Sales, White, Female,40, United-States, <=50K
61, Company, College, Married, Doctor, White, Male,50, United-States, >50K
24, State-gov, Bachelors, Married, Managerial, White, Female,40, United-States, <=50K
51, Company, Second_school, Never-married, Others, Black, Female,40, United-States, <=50K
27, Company, College, Never-married, Tech-support, White, Male,40, United-States, <=50K
41, Company, College, Married, Managerial, White, Female,40, United-States, >50K
31, Company, College, Divorced, Shipper, White, Male,40, United-States, <=50K
39, Company, College, Divorced, Protective-serv, Black, Female,16, United-States, <=50K
36, Company, College, Married, Sales, Black, Male,40, United-States, <=50K
51, Self-employment, College, Married, Shipper, White, Male,40, United-States, <=50K
52, Company, College, Never-married, Managerial, White, Female,40, United-States, <=50K
49, Company, Bachelors, Married, Doctor, White, Male,40, United-States, >50K
43, Company, College, Married, Protective-serv, White, Male,40, United-States, <=50K
45, Company, Bachelors, Married, Managerial, White, Male,60, United-States, >50K
49, Company, College, Divorced, Shipper, White, Male,40, United-States, <=50K
19, Company, College, Never-married, Others, White, Female,40, United-States, <=50K
44, Self-employment, College, Married, Protective-serv, White, Male,40, United-States, <=50K
67, Self-employment, College, Married, Shipper, White, Male,40, United-States, <=50K
58, Company, College, Married, Doctor, White, Male,45, United-States, >50K
36, Company, Bachelors, Married, Doctor, White, Male,40, United-States, >50K
67, Company, College, Never-married, Managerial, White, Female,16, Germany, >50K
61, Company, Doctorate, Married, Doctor, White, Male,40, United-States, >50K
55, Company, Second_school, Never-married, Others, Black, Female,40, United-States, <=50K
23, Company, University, Never-married, Sales, Yellow, Male,16, Philippines, <=50K
35, Self-employment, College, Never-married, Tech-support, White, Male,40, United-States, <=50K
35, Company, High_school, Never-married, Others, Black, Female,38, United-States, <=50K
20, State-gov, College, Never-married, Tech-support, White, Female,10, United-States, <=50K
51, Company, College, Married, Tech-support, Black, Female,40, United-States, <=50K
23, Company, Bachelors, Never-married, Shipper, White, Male,40, United-States, <=50K
39, Company, College, Married, Protective-serv, White, Male,24, United-States, <=50K
36, Company, College, Divorced, Others, White, Female,40, United-States, <=50K
47, Company, College, Married, Sales, White, Male,45, United-States, >50K
27, Company, Bachelors, Never-married, Sales, White, Male,80, United-States, >50K
29, Company, College, Married, Protective-serv, White, Male,40, United-States, <=50K
21, State-gov, College, Never-married, Protective-serv, White, Male,40, United-States, <=50K
18, Company, College, Never-married, Tech-support, White, Female,20, United-States, <=50K
24, Company, College, Never-married, Managerial, White, Male,20, United-States, <=50K
39, Self-employment, College, Married, Sales, White, Male,40, United-States, >50K
51, State-gov, College, Married, Managerial, White, Male,40, United-States, <=50K
47, Company, Bachelors, Married, Tech-support, White, Male,40, United-States, >50K
62, Company, College, Divorced, Tech-support, White, Female,30, United-States, <=50K
49, Company, Bachelors, Married, Managerial, White, Male,40, United-States, >50K
20, Company, High_school, Married, Others, White, Male,40, United-States, <=50K
24, Company, College, Never-married, Sales, White, Male,40, United-States, <=50K
25, Company, College, Never-married, Managerial, White, Female,40, United-States, <=50K
54, Self-employment, Bachelors, Married, Sales, White, Male,40, United-States, <=50K
25, Company, College, Never-married, Protective-serv, White, Male,40, United-States, <=50K
20, Company, College, Married, Sales, White, Female,45, United-States, <=50K
43, Company, College, Divorced, Sales, White, Female,55, United-States, >50K
26, Company, Bachelors, Never-married, Managerial, White, Male,38, United-States, <=50K
24, Company, College, Married, Shipper, White, Male,40, United-States, <=50K
18, Company, High_school, Never-married, Others, Yellow, Male,20, United-States, <=50K
45, Self-employment, College, Married, Doctor, White, Female,40, China, >50K
45, Self-employment, College, Married, Managerial, White, Male,25, United-States, <=50K
26, Company, Bachelors, Never-married, Sales, White, Male,40, United-States, <=50K
47, Company, College, Never-married, Others, White, Male,40, United-States, <=50K
54, Company, College, Married, Sales, White, Male,40, United-States, <=50K
21, Without-pay, College, Never-married, Protective-serv, Black, Male,40, United-States, <=50K
29, Company, College, Divorced, Others, White, Female,99, United-States, <=50K
68, Company, College, Married, Shipper, White, Male,15, United-States, <=50K
21, Company, College, Never-married, Managerial, Black, Male,48, Canada, <=50K
28, Self-employment, College, Never-married, Managerial, White, Male,30, United-States, <=50K
46, Company, College, Married, Managerial, White, Female,40, United-States, >50K
35, Company, College, Married, Shipper, Black, Female,48, United-States, <=50K
50, Self-employment, High_school, Never-married, Protective-serv, White, Male,25, United-States, <=50K
48, Self-employment, College, Divorced, Managerial, White, Male,40, United-States, <=50K
17, Company, High_school, Never-married, Sales, White, Male,40, United-States, <=50K
59, Company, Bachelors, Married, Sales, White, Male,50, United-States, >50K
23, Company, College, Never-married, Managerial, Black, Male,40, United-States, <=50K
53, Company, College, Married, Sales, White, Female,30, United-States, <=50K
50, Self-employment, Masters, Married, Sales, White, Male,40, United-States, >50K
32, Company, Primary_school, Never-married, Sales, White, Female,45, Canada, <=50K
53, Company, High_school, Married, Shipper, Other, Male,56, Vietnam, <=50K
52, Company, College, Married, Shipper, Black, Male,48, United-States, <=50K
38, Company, Bachelors, Married, Shipper, White, Male,50, United-States, <=50K
43, Company, Masters, Married, Managerial, White, Male,50, United-States, >50K
35, Company, Bachelors, Married, Others, White, Female,32, United-States, <=50K
41, Company, College, Married, Managerial, White, Male,50, United-States, >50K
22, Company, College, Never-married, Sales, White, Male,40, United-States, <=50K
39, Company, College, Married, Others, White, Male,60, United-States, >50K
45, Company, Masters, Married, Sales, White, Male,40, United-States, >50K
31, Company, Second_school, Married, Protective-serv, White, Female,42, United-States, <=50K
40, Company, Bachelors, Married, Doctor, White, Male,40, United-States, >50K
47, Self-employment, Primary_school, Married, Shipper, White, Male,20, United-States, <=50K
53, Company, College, Married, Protective-serv, Yellow, Male,40, Vietnam, <=50K
53, Self-employment, Bachelors, Married, Sales, White, Male,60, United-States, >50K
33, Self-employment, Bachelors, Never-married, Tech-support, Black, Male,52, United-States, >50K
24, Company, Bachelors, Never-married, Tech-support, White, Female,20, United-States, <=50K
34, Company, College, Never-married, Others, White, Female,40, United-States, <=50K
46, Self-employment, College, Married, Sales, White, Male,50, United-States, >50K
29, Self-employment, College, Married, Protective-serv, White, Male,60, United-States, <=50K
61, State-gov, High_school, Never-married, Others, White, Female,32, United-States, >50K
31, Company, College, Married, Protective-serv, White, Male,40, United-States, <=50K
29, Company, College, Married, Tech-support, Black, Male,40, United-States, <=50K
42, Company, College, Married, Protective-serv, White, Male,40, United-States, <=50K
50, Self-employment, College, Married, Managerial, White, Male,40, United-States, <=50K
34, Company, College, Divorced, Tech-support, White, Female,40, United-States, <=50K
39, Company, Second_school, Married, Shipper, White, Male,40, United-States, <=50K
74, Company, Primary_school, Married, Shipper, Black, Male,20, United-States, <=50K
40, Company, College, Married, Sales, White, Male,40, United-States, <=50K
75, Self-employment, College, Married, Doctor, White, Male,50, United-States, >50K
40, Self-employment, Bachelors, Married, Doctor, White, Female,40, United-States, >50K
36, Company, High_school, Married, Protective-serv, White, Male,40, United-States, <=50K
61, Company, Bachelors, Married, Sales, White, Male,40, United-States, >50K
42, Company, High_school, Married, Sales, Yellow, Male,22, Vietnam, <=50K
28, Company, Bachelors, Married, Managerial, White, Female,40, United-States, >50K
19, Company, College, Never-married, Tech-support, White, Female,18, United-States, <=50K
36, Company, University, Married, Others, Black, Female,32, United-States, <=50K
33, Company, University, Divorced, Sales, White, Female,40, England, <=50K
50, Self-employment, College, Divorced, Tech-support, White, Female,40, United-States, <=50K
47, Company, University, Married, Doctor, Black, Female,40, United-States, >50K
48, Company, College, Never-married, Tech-support, Yellow, Female,33, Vietnam, <=50K
60, Self-employment, College, Divorced, Protective-serv, White, Male,40, United-States, <=50K
30, Company, Masters, Never-married, Shipper, Black, Male,30, United-States, <=50K
32, Company, Bachelors, Married, Managerial, White, Male,50, United-States, >50K
45, Self-employment, Masters, Married, Doctor, White, Female,35, United-States, >50K
51, Company, College, Married, Tech-support, White, Male,40, United-States, >50K
53, Company, Second_school, Married, Shipper, Yellow, Male,75, Vietnam, <=50K
34, Company, Masters, Never-married, Tech-support, Black, Female,40, China, <=50K
48, Self-employment, Masters, Married, Managerial, White, Male,40, Canada, >50K
68, Company, College, Married, Sales, White, Male,45, United-States, <=50K
32, Company, University, Divorced, Shipper, White, Female,50, United-States, <=50K
63, Company, College, Married, Sales, White, Male,4, United-States, <=50K
31, Company, College, Divorced, Managerial, Black, Female,40, United-States, <=50K
58, Self-employment, Bachelors, Divorced, Others, White, Female,20, United-States, <=50K
32, Company, University, Married, Managerial, White, Male,60, United-States, >50K
32, Company, Bachelors, Never-married, Shipper, White, Male,40, United-States, <=50K
40, Company, Bachelors, Divorced, Sales, White, Male,80, United-States, <=50K
50, Company, Bachelors, Married, Managerial, White, Male,55, United-States, >50K
38, Self-employment, High_school, Married, Shipper, White, Male,40, United-States, <=50K
30, Company, College, Married, Shipper, White, Male,40, United-States, <=50K
21, Company, College, Never-married, Tech-support, White, Female,40, United-States, <=50K
28, Company, Bachelors, Never-married, Doctor, White, Female,40, United-States, >50K
63, Company, College, Married, Sales, White, Male,48, China, <=50K
32, Company, University, Divorced, Shipper, White, Female,36, United-States, <=50K
25, Company, College, Never-married, Sales, White, Male,45, United-States, <=50K
59, Company, College, Married, Tech-support, White, Male,40, United-States, >50K
22, Self-employment, University, Never-married, Tech-support, White, Female,10, China, <=50K
49, Company, College, Never-married, Protective-serv, White, Male,40, United-States, <=50K
36, Company, Bachelors, Never-married, Managerial, White, Male,40, United-States, <=50K
31, Company, College, Married, Sales, White, Female,30, Canada, <=50K
46, Company, College, Divorced, Protective-serv, White, Female,30, United-States, <=50K
37, Self-employment, College, Married, Doctor, White, Male,60, United-States, >50K
48, Company, Bachelors, Married, Sales, Black, Male,40, United-States, >50K
43, Company, College, Married, Others, White, Male,44, United-States, <=50K
41, Company, College, Married, Managerial, White, Male,40, United-States, >50K
54, Company, College, Married, Sales, White, Male,40, United-States, <=50K
36, Company, College, Divorced, Managerial, White, Female,4, United-States, <=50K
29, Company, Bachelors, Divorced, Others, Other, Female,40, United-States, <=50K
66, Self-employment, College, Married, Protective-serv, White, Male,40, United-States, <=50K
59, Company, College, Never-married, Shipper, White, Male,50, United-States, <=50K
62, Company, Bachelors, Married, Managerial, White, Male,40, United-States, >50K
29, Company, High_school, Never-married, Protective-serv, White, Male,40, Canada, <=50K
28, Company, Bachelors, Married, Sales, White, Male,45, United-States, >50K
27, Company, Bachelors, Married, Sales, White, Male,60, United-States, >50K
42, State-gov, College, Married, Managerial, White, Male,40, United-States, >50K
60, Company, University, Married, Sales, White, Male,46, United-States, >50K
58, Company, Masters, Married, Doctor, White, Male,50, United-States, >50K
27, Company, College, Married, Protective-serv, White, Male,40, United-States, <=50K
45, Company, College, Married, Protective-serv, White, Female,40, United-States, <=50K
50, Company, College, Married, Sales, White, Male,40, United-States, >50K
43, Company, College, Married, Protective-serv, Black, Male,40, United-States, <=50K
39, Company, College, Divorced, Managerial, White, Male,50, United-States, <=50K
21, Company, College, Never-married, Tech-support, White, Male,20, United-States, <=50K
24, Company, College, Married, Shipper, Black, Male,70, United-States, <=50K
59, Self-employment, College, Married, Protective-serv, White, Male,30, United-States, <=50K
36, Company, College, Married, Sales, White, Male,40, United-States, >50K
72, Company, College, Married, Sales, Yellow, Female,4, United-States, <=50K
35, Company, Masters, Married, Managerial, White, Male,65, Japan, >50K
33, Company, College, Divorced, Shipper, White, Male,40, United-States, <=50K
30, Company, College, Never-married, Protective-serv, Black, Female,45, United-States, <=50K
40, Company, University, Divorced, Sales, White, Male,50, United-States, >50K
26, Self-employment, College, Married, Sales, White, Male,55, United-States, <=50K
37, Self-employment, University, Married, Tech-support, Black, Male,40, United-States, <=50K
68, Self-employment, College, Divorced, Shipper, White, Female,20, United-States, <=50K
45, Company, Bachelors, Married, Sales, White, Male,72, United-States, >50K
56, Company, College, Married, Shipper, White, Male,40, United-States, <=50K
36, Company, College, Never-married, Tech-support, White, Female,40, United-States, <=50K
50, Company, Bachelors, Married, Managerial, White, Male,50, United-States, >50K
38, Company, University, Married, Sales, White, Male,40, United-States, <=50K
29, Company, Bachelors, Married, Sales, White, Male,41, United-States, <=50K
28, Company, College, Never-married, Others, White, Female,28, United-States, <=50K
39, Self-employment, College, Married, Tech-support, White, Male,50, United-States, <=50K
26, Self-employment, Bachelors, Never-married, Protective-serv, White, Male,40, United-States, <=50K
52, Self-employment, College, Divorced, Managerial, White, Male,65, United-States, >50K
52, Company, Bachelors, Divorced, Protective-serv, White, Male,40, United-States, <=50K
84, Company, College, Married, Others, White, Female,13, United-States, <=50K
33, Self-employment, College, Never-married, Others, White, Female,10, United-States, <=50K
46, Self-employment, College, Married, Doctor, White, Male,50, United-States, >50K
30, Company, College, Never-married, Sales, White, Female,35, United-States, <=50K
38, Company, Bachelors, Married, Doctor, White, Male,40, England, >50K
66, Company, College, Married, Protective-serv, White, Female,8, United-States, <=50K
62, Self-employment, Masters, Married, Managerial, White, Male,40, Germany, >50K
31, Company, Bachelors, Married, Managerial, Black, Male,40, United-States, >50K
31, Company, Bachelors, Married, Sales, White, Male,40, United-States, >50K
39, Company, College, Married, Shipper, White, Male,40, United-States, <=50K
60, Self-employment, College, Divorced, Protective-serv, Black, Male,50, China, <=50K
27, Company, Bachelors, Never-married, Tech-support, White, Female,40, United-States, <=50K
37, Company, University, Married, Sales, Yellow, Female,40, United-States, <=50K
38, Company, College, Divorced, Tech-support, White, Female,40, United-States, <=50K
25, Company, College, Never-married, Shipper, White, Male,40, United-States, <=50K
48, Company, College, Married, Managerial, White, Female,40, United-States, <=50K
42, Self-employment, Bachelors, Never-married, Shipper, White, Male,50, China, <=50K
45, Self-employment, Masters, Married, Doctor, White, Male,50, United-States, >50K
22, Company, College, Never-married, Sales, White, Male,40, United-States, <=50K
50, Company, College, Married, Protective-serv, White, Male,40, England, <=50K
21, Company, College, Never-married, Protective-serv, White, Male,40, United-States, <=50K
44, Self-employment, College, Divorced, Tech-support, White, Female,40, United-States, <=50K
60, Self-employment, College, Married, Others, Black, Male,50, United-States, <=50K
21, Company, College, Never-married, Sales, White, Female,6, United-States, <=50K
51, Company, College, Married, Shipper, White, Male,48, United-States, <=50K
30, Company, College, Married, Protective-serv, White, Male,40, United-States, <=50K
46, Self-employment, University, Divorced, Protective-serv, White, Male,40, United-States, <=50K
43, Company, University, Married, Managerial, White, Male,45, United-States, >50K
57, Company, College, Never-married, Others, Black, Male,48, United-States, <=50K
48, Company, Masters, Married, Doctor, White, Male,40, United-States, >50K
39, Self-employment, Bachelors, Married, Sales, White, Male,40, China, >50K
68, Self-employment, College, Married, Protective-serv, White, Male,40, United-States, <=50K
33, Company, College, Never-married, Others, White, Male,24, United-States, <=50K
22, Without-pay, College, Never-married, Shipper, White, Male,40, United-States, <=50K
18, Company, High_school, Never-married, Sales, White, Male,7, United-States, <=50K
28, Company, College, Never-married, Shipper, White, Male,50, United-States, <=50K
32, Company, Masters, Married, Shipper, Yellow, Male,40, India, <=50K
56, Company, College, Divorced, Protective-serv, White, Male,42, United-States, <=50K
36, Company, College, Married, Others, White, Male,50, United-States, <=50K
34, Company, College, Married, Managerial, White, Male,55, United-States, <=50K
18, Company, College, Never-married, Sales, White, Female,40, United-States, <=50K
39, Company, High_school, Married, Shipper, Black, Male,40, United-States, <=50K
25, Company, Bachelors, Never-married, Managerial, White, Female,40, United-States, <=50K
27, Self-employment, College, Never-married, Protective-serv, White, Male,35, United-States, <=50K
56, Self-employment, Masters, Divorced, Sales, White, Male,60, United-States, <=50K
33, Self-employment, College, Married, Protective-serv, White, Male,40, United-States, <=50K
49, Self-employment, Doctorate, Married, Doctor, Black, Male,60, United-States, >50K
44, Self-employment, College, Married, Managerial, White, Male,84, United-States, <=50K
30, Self-employment, High_school, Never-married, Sales, White, Male,45, United-States, >50K
27, Company, College, Divorced, Protective-serv, White, Male,50, United-States, <=50K
25, Company, Bachelors, Never-married, Managerial, White, Male,40, United-States, >50K
30, Self-employment, Bachelors, Never-married, Managerial, White, Male,40, United-States, <=50K
38, Company, University, Married, Others, Yellow, Male,40, Vietnam, <=50K
38, Company, College, Married, Protective-serv, White, Male,40, United-States, <=50K
46, Company, College, Divorced, Sales, White, Female,40, United-States, <=50K
37, Company, College, Married, Shipper, White, Female,20, United-States, <=50K
62, Company, College, Married, Managerial, White, Male,40, United-States, >50K
55, Self-employment, College, Married, Others, White, Male,40, United-States, <=50K
47, Self-employment, College, Married, Protective-serv, White, Male,40, United-States, <=50K
45, Company, College, Married, Shipper, White, Female,14, United-States, <=50K
50, Company, College, Married, Protective-serv, White, Male,40, United-States, <=50K
36, Company, College, Divorced, Shipper, White, Male,40, United-States, <=50K
45, Company, College, Never-married, Sales, White, Female,20, United-States, <=50K
23, Company, College, Never-married, Shipper, White, Male,38, United-States, <=50K
37, Company, University, Married, Managerial, White, Male,50, United-States, >50K
38, State-gov, Doctorate, Married, Doctor, White, Male,55, United-States, >50K
27, Company, College, Never-married, Shipper, Black, Male,40, United-States, <=50K
29, Company, Bachelors, Married, Sales, White, Female,50, United-States, <=50K
45, Self-employment, Masters, Never-married, Shipper, White, Female,40, United-States, <=50K
41, Self-employment, College, Married, Sales, White, Male,55, United-States, >50K
38, Self-employment, College, Never-married, Others, White, Female,20, United-States, <=50K
27, Company, Bachelors, Never-married, Shipper, White, Male,40, United-States, <=50K
51, Self-employment, College, Married, Shipper, Other, Male,40, China, <=50K
44, Self-employment, College, Divorced, Protective-serv, White, Male,40, United-States, <=50K
33, Self-employment, Masters, Married, Shipper, Yellow, Male,40, Vietnam, <=50K
28, Self-employment, College, Married, Sales, Black, Male,40, United-States, >50K
32, Company, Bachelors, Married, Managerial, White, Male,45, United-States, >50K
43, Company, Masters, Married, Shipper, White, Male,55, United-States, <=50K
45, Self-employment, College, Divorced, Others, Black, Female,40, United-States, <=50K
52, Self-employment, University, Married, Others, White, Male,40, United-States, >50K
24, Company, College, Never-married, Others, White, Male,35, United-States, <=50K
19, Company, College, Never-married, Sales, White, Male,40, United-States, <=50K
47, Company, University, Married, Doctor, White, Male,40, United-States, >50K
53, Self-employment, Doctorate, Divorced, Managerial, White, Male,50, United-States, >50K
31, Company, Bachelors, Married, Sales, White, Male,40, United-States, >50K
30, Company, University, Never-married, Protective-serv, White, Male,40, United-States, <=50K
56, Company, College, Married, Tech-support, White, Male,40, United-States, <=50K
49, Self-employment, Bachelors, Married, Doctor, White, Male,40, United-States, >50K
38, Company, College, Married, Shipper, White, Male,40, United-States, <=50K
19, Company, College, Never-married, Tech-support, White, Male,18, United-States, <=50K
39, Company, University, Married, Protective-serv, White, Male,40, United-States, <=50K
38, Company, College, Married, Managerial, White, Male,40, United-States, <=50K
47, Company, College, Married, Shipper, White, Male,55, United-States, >50K
58, Company, High_school, Married, Protective-serv, White, Male,40, United-States, <=50K
27, Company, College, Never-married, Shipper, Black, Male,40, United-States, <=50K
59, Self-employment, Masters, Divorced, Doctor, White, Male,40, United-States, >50K
24, Company, Bachelors, Never-married, Sales, White, Male,47, United-States, <=50K
42, Company, University, Married, Shipper, White, Male,40, United-States, <=50K
53, State-gov, Masters, Married, Managerial, White, Male,60, United-States, >50K
35, Company, College, Married, Shipper, White, Male,50, United-States, <=50K
36, Self-employment, College, Married, Managerial, White, Female,40, China, >50K
26, Company, College, Married, Protective-serv, White, Male,40, Canada, <=50K
33, Company, Second_school, Married, Tech-support, White, Male,48, United-States, <=50K
29, Company, College, Married, Shipper, White, Male,40, United-States, <=50K
43, Company, High_school, Married, Shipper, White, Male,40, United-States, <=50K
35, Company, Bachelors, Married, Sales, White, Male,50, United-States, >50K
48, Company, Bachelors, Married, Doctor, White, Female,36, Philippines, >50K
45, Self-employment, Masters, Divorced, Shipper, White, Female,40, United-States, <=50K
43, Company, College, Divorced, Managerial, White, Female,40, United-States, <=50K
27, Company, Second_school, Never-married, Others, White, Male,30, United-States, <=50K
21, Company, Second_school, Never-married, Protective-serv, White, Male,40, United-States, <=50K
63, Company, College, Married, Sales, White, Female,4, United-States, <=50K
39, Company, College, Married, Managerial, White, Male,40, United-States, >50K
52, Self-employment, Bachelors, Married, Sales, White, Male,55, United-States, >50K
41, Self-employment, Bachelors, Married, Shipper, White, Female,40, United-States, <=50K
48, Company, College, Married, Sales, White, Male,70, United-States, >50K
27, Company, High_school, Divorced, Sales, White, Female,35, United-States, <=50K
53, State-gov, College, Divorced, Managerial, White, Male,40, United-States, <=50K
33, Self-employment, University, Married, Protective-serv, White, Male,50, United-States, <=50K
37, Company, High_school, Never-married, Protective-serv, White, Male,35, United-States, <=50K
18, Company, College, Never-married, Sales, White, Female,40, United-States, <=50K
43, Self-employment, Doctorate, Never-married, Doctor, Black, Female,24, United-States, >50K
20, Company, College, Never-married, Tech-support, White, Female,40, United-States, <=50K
47, Company, College, Married, Doctor, White, Male,50, United-States, >50K
36, Self-employment, College, Married, Protective-serv, White, Male,70, United-States, <=50K
41, Company, College, Married, Shipper, White, Male,45, United-States, >50K
67, Company, Second_school, Married, Protective-serv, White, Male,40, United-States, <=50K
38, Company, Bachelors, Married, Protective-serv, Yellow, Male,40, Vietnam, <=50K
47, Self-employment, Masters, Never-married, Managerial, Black, Male,25, United-States, <=50K
39, Company, University, Married, Tech-support, White, Male,40, United-States, <=50K
34, Self-employment, Bachelors, Married, Managerial, White, Male,35, China, <=50K
36, Company, College, Never-married, Others, Black, Male,35, United-States, <=50K
24, Company, College, Married, Tech-support, Black, Male,40, United-States, <=50K
50, Self-employment, College, Married, Protective-serv, White, Male,84, United-States, <=50K
21, Company, College, Never-married, Others, White, Female,30, United-States, <=50K
21, Company, Second_school, Never-married, Others, White, Female,50, Canada, <=50K
40, Company, College, Never-married, Protective-serv, White, Male,40, United-States, <=50K
19, Company, College, Never-married, Tech-support, White, Female,25, United-States, <=50K
38, Company, College, Never-married, Shipper, White, Female,40, United-States, <=50K
34, Company, University, Married, Protective-serv, White, Male,50, United-States, <=50K
44, Self-employment, College, Divorced, Managerial, White, Male,50, United-States, <=50K
20, Company, University, Never-married, Sales, White, Female,25, United-States, <=50K
44, Company, College, Never-married, Managerial, White, Male,55, England, >50K
49, Self-employment, College, Divorced, Tech-support, White, Female,10, United-States, <=50K
45, Self-employment, University, Married, Doctor, White, Male,50, United-States, >50K
24, Company, College, Never-married, Protective-serv, White, Male,40, United-States, <=50K
34, Company, College, Divorced, Tech-support, White, Male,40, United-States, <=50K
58, Self-employment, College, Married, Sales, White, Male,72, United-States, >50K
39, Company, College, Married, Protective-serv, White, Male,45, United-States, <=50K
22, Company, College, Never-married, Others, White, Male,40, United-States, <=50K
38, Company, Bachelors, Married, Doctor, White, Female,32, United-States, >50K
32, Self-employment, College, Married, Doctor, White, Male,50, United-States, >50K
45, Company, College, Divorced, Shipper, White, Male,48, United-States, <=50K
23, Company, College, Married, Shipper, Black, Male,45, United-States, <=50K
35, Company, University, Married, Protective-serv, White, Male,45, United-States, <=50K
52, Company, College, Married, Sales, White, Male,45, United-States, >50K
55, Company, College, Divorced, Protective-serv, White, Male,40, United-States, <=50K
23, Company, College, Never-married, Protective-serv, White, Male,40, United-States, <=50K
22, Company, Bachelors, Married, Tech-support, Yellow, Female,25, United-States, <=50K
27, Company, College, Married, Tech-support, White, Male,40, United-States, <=50K
24, Company, University, Never-married, Tech-support, White, Female,15, United-States, <=50K
21, Company, College, Never-married, Protective-serv, White, Male,40, United-States, <=50K
49, Company, Bachelors, Divorced, Sales, White, Female,35, United-States, <=50K
32, Company, High_school, Married, Shipper, White, Male,40, United-States, <=50K
64, Company, College, Married, Others, White, Female,24, United-States, <=50K
37, Self-employment, College, Never-married, Protective-serv, White, Male,50, United-States, <=50K
